ID,Template,Decision
CJ260512-14-R155,Organize the coffee table 2.0,Approve
CJ260512-14-R156,Organize the coffee table 2.0,Imperfect
CJ260512-14-R157,Organize the coffee table 2.0,Approve
CJ260512-14-R158,Organize the coffee table 2.0,Approve
CJ260512-14-R159,Organize the coffee table 2.0,Approve
CJ260512-14-R160,Organize the coffee table 2.0,Approve
CJ260512-14-R161,Organize the coffee table 2.0,Approve
CJ260512-14-R162,Organize the coffee table 2.0,Approve
CJ260512-14-R163,Organize the coffee table 2.0,Approve
CJ260512-14-R164,Organize the coffee table 2.0,Imperfect
CJ260512-14-R165,Organize the coffee table 2.0,Approve
CJ260512-14-R166,Organize the coffee table 2.0,Approve
CJ260512-14-R167,Organize the coffee table 2.0,Approve
CJ260512-14-R168,Organize the coffee table 2.0,Approve
CJ260512-14-R169,Organize the coffee table 2.0,Approve
CJ260512-14-R170,Organize the coffee table 2.0,Approve
CJ260512-14-R171,Organize the coffee table 2.0,Approve
CJ260512-14-R172,Organize the coffee table 2.0,Approve
CJ260512-14-R173,Organize the coffee table 2.0,Approve
CJ260512-14-R174,Organize the coffee table 2.0,Approve
CJ260512-14-R175,Organize the coffee table 2.0,Approve
CJ260512-14-R176,Organize the coffee table 2.0,Approve
CJ260512-14-R177,Organize the coffee table 2.0,Approve
CJ260512-14-R178,Organize the coffee table 2.0,Imperfect
CJ260512-14-R179,Organize the coffee table 2.0,Approve
CJ260512-14-R180,Organize the coffee table 2.0,Approve
CJ260512-14-R181,Organize the coffee table 2.0,Approve
CJ260512-14-R182,Organize the coffee table 2.0,Approve
CJ260512-14-R183,Organize the coffee table 2.0,Approve
CJ260512-14-R184,Organize the coffee table 2.0,Imperfect
CJ260512-14-R185,Organize the coffee table 2.0,Approve
CJ260512-14-R186,Organize the coffee table 2.0,Approve
CJ260512-14-R187,Organize the coffee table 2.0,Approve
CJ260512-14-R188,Organize the coffee table 2.0,Approve
CJ260512-14-R189,Organize the coffee table 2.0,Imperfect
CJ260512-14-R190,Organize the coffee table 2.0,Approve
CJ260512-14-R191,Organize the coffee table 2.0,Approve
CJ260512-14-R192,Organize the coffee table 2.0,Approve
CJ260512-14-R193,Organize the coffee table 2.0,Imperfect
CJ260512-14-R194,Organize the coffee table 2.0,Approve
CJ260512-14-R195,Organize the coffee table 2.0,Approve
CJ260512-14-R196,Organize the coffee table 2.0,Imperfect
CJ260512-14-R198,Organize the coffee table 2.0,Approve
CJ260512-14-R199,Organize the coffee table 2.0,Approve
CJ260512-16-R1,Clean up the trash on the desktop,Imperfect
CJ260512-14-R200,Organize the coffee table 2.0,Approve
CJ260512-16-R11,Clean up the trash on the desktop,Approve
CJ260512-16-R12,Clean up the trash on the desktop,Approve
CJ260512-16-R13,Clean up the trash on the desktop,Approve
CJ260512-16-R14,Clean up the trash on the desktop,Reject
CJ260512-16-R15,Clean up the trash on the desktop,Approve
CJ260512-16-R18,Clean up the trash on the desktop,Reject
CJ260512-16-R19,Clean up the trash on the desktop,Reject
CJ260512-16-R2,Clean up the trash on the desktop,Imperfect
CJ260512-16-R20,Clean up the trash on the desktop,Approve
CJ260512-16-R21,Clean up the trash on the desktop,Approve
CJ260512-16-R22,Clean up the trash on the desktop,Approve
CJ260512-16-R23,Clean up the trash on the desktop,Reject
CJ260512-16-R24,Clean up the trash on the desktop,Approve
CJ260512-16-R25,Clean up the trash on the desktop,Approve
CJ260512-16-R26,Clean up the trash on the desktop,Imperfect
CJ260512-16-R3,Clean up the trash on the desktop,Reject
CJ260512-16-R4,Clean up the trash on the desktop,Reject
CJ260512-16-R5,Clean up the trash on the desktop,Approve
CJ260512-16-R6,Clean up the trash on the desktop,Reject
CJ260512-16-R7,Clean up the trash on the desktop,Reject
CJ260512-16-R8,Clean up the trash on the desktop,Reject
CJ260512-19-R100,Test tube sorting,Approve
CJ260512-19-R101,Test tube sorting,Approve
CJ260512-19-R102,Test tube sorting,Approve
CJ260512-19-R103,Test tube sorting,Approve
CJ260512-19-R104,Test tube sorting,Approve
CJ260512-19-R105,Test tube sorting,Approve
CJ260512-19-R109,Test tube sorting,Imperfect
CJ260512-19-R84,Test tube sorting,Approve
CJ260512-19-R85,Test tube sorting,Approve
CJ260512-19-R86,Test tube sorting,Approve
CJ260512-19-R88,Test tube sorting,Approve
CJ260512-19-R89,Test tube sorting,Approve
CJ260512-19-R91,Test tube sorting,Approve
CJ260512-19-R92,Test tube sorting,Imperfect
CJ260512-19-R95,Test tube sorting,Approve
CJ260512-19-R96,Test tube sorting,Approve
CJ260512-19-R98,Test tube sorting,Approve
CJ260512-20-R1,Test tube sorting,Approve
CJ260512-20-R10,Test tube sorting,Approve
CJ260512-20-R11,Test tube sorting,Approve
CJ260512-20-R12,Test tube sorting,Approve
CJ260512-20-R14,Test tube sorting,Imperfect
CJ260512-20-R17,Test tube sorting,Approve
CJ260512-20-R2,Test tube sorting,Approve
CJ260512-20-R21,Test tube sorting,Approve
CJ260512-20-R23,Test tube sorting,Approve
CJ260512-20-R24,Test tube sorting,Approve
CJ260512-20-R5,Test tube sorting,Approve
CJ260512-20-R8,Test tube sorting,Approve
CJ260512-20-R9,Test tube sorting,Approve
CJ260512-22-R26,Test tube sorting,Approve
CJ260512-22-R29,Test tube sorting,Approve
CJ260512-22-R30,Test tube sorting,Approve
CJ260512-22-R31,Test tube sorting,Approve
CJ260512-22-R32,Test tube sorting,Approve
CJ260512-22-R33,Test tube sorting,Approve
CJ260512-22-R34,Test tube sorting,Approve
CJ260512-22-R36,Test tube sorting,Approve
CJ260512-22-R37,Test tube sorting,Approve
CJ260512-22-R38,Test tube sorting,Approve
CJ260512-22-R41,Test tube sorting,Approve
CJ260512-22-R43,Test tube sorting,Approve
CJ260512-22-R44,Test tube sorting,Imperfect
CJ260512-22-R45,Test tube sorting,Approve
CJ260512-22-R46,Test tube sorting,Approve
CJ260512-23-R105,Folding clothes on the bed,Approve
CJ260512-23-R107,Folding clothes on the bed,Approve
CJ260512-23-R111,Folding clothes on the bed,Approve
CJ260512-23-R110,Folding clothes on the bed,Imperfect
CJ260512-23-R116,Folding clothes on the bed,Imperfect
CJ260512-23-R118,Folding clothes on the bed,Approve
CJ260512-23-R119,Folding clothes on the bed,Approve
CJ260512-23-R15,Folding clothes on the bed,Imperfect
CJ260512-23-R26,Folding clothes on the bed,Imperfect
CJ260512-23-R27,Folding clothes on the bed,Imperfect
CJ260512-23-R38,Folding clothes on the bed,Imperfect
CJ260512-23-R39,Folding clothes on the bed,Approve
CJ260512-23-R40,Folding clothes on the bed,Approve
CJ260512-23-R42,Folding clothes on the bed,Imperfect
CJ260512-23-R61,Folding clothes on the bed,Imperfect
CJ260512-23-R62,Folding clothes on the bed,Approve
CJ260512-23-R65,Folding clothes on the bed,Imperfect
CJ260512-23-R66,Folding clothes on the bed,Imperfect
CJ260512-23-R67,Folding clothes on the bed,Imperfect
CJ260512-23-R7,Folding clothes on the bed,Imperfect
CJ260512-24-R11,Folding clothes on the bed,Imperfect
CJ260512-23-R80,Folding clothes on the bed,Imperfect
CJ260512-24-R12,Folding clothes on the bed,Approve
CJ260512-24-R143,Folding clothes on the bed,Imperfect
CJ260512-24-R17,Folding clothes on the bed,Approve
CJ260512-24-R20,Folding clothes on the bed,Approve
CJ260512-24-R4,Folding clothes on the bed,Approve
CJ260512-24-R6,Folding clothes on the bed,Imperfect
CJ260512-31-R154,Pouring water in a tea restaurant,Approve
CJ260512-31-R45,Pouring water in a tea restaurant,Reject
CJ260512-31-R50,Pouring water in a tea restaurant,Reject
CJ260512-31-R51,Pouring water in a tea restaurant,Reject
CJ260512-31-R52,Pouring water in a tea restaurant,Reject
CJ260512-31-R53,Pouring water in a tea restaurant,Reject
CJ260513-14-R183,Clean up the trash on the desktop,Approve
CJ260513-14-R184,Clean up the trash on the desktop,Approve
CJ260513-14-R185,Clean up the trash on the desktop,Approve
CJ260513-14-R186,Clean up the trash on the desktop,Approve
CJ260513-14-R187,Clean up the trash on the desktop,Approve
CJ260513-14-R189,Clean up the trash on the desktop,Approve
CJ260513-14-R190,Clean up the trash on the desktop,Approve
CJ260513-14-R194,Clean up the trash on the desktop,Approve
CJ260513-14-R195,Clean up the trash on the desktop,Imperfect
CJ260513-14-R196,Clean up the trash on the desktop,Imperfect
CJ260513-14-R197,Clean up the trash on the desktop,Imperfect
CJ260513-14-R198,Clean up the trash on the desktop,Imperfect
CJ260513-14-R199,Clean up the trash on the desktop,Approve
CJ260513-14-R200,Clean up the trash on the desktop,Approve
CJ260513-15-R1,Clean up the trash on the desktop,Approve
CJ260513-15-R10,Clean up the trash on the desktop,Imperfect
CJ260513-15-R100,Clean up the trash on the desktop,Approve
CJ260513-15-R101,Clean up the trash on the desktop,Approve
CJ260513-15-R102,Clean up the trash on the desktop,Approve
CJ260513-15-R103,Clean up the trash on the desktop,Approve
CJ260513-15-R104,Clean up the trash on the desktop,Approve
CJ260513-15-R105,Clean up the trash on the desktop,Imperfect
CJ260513-15-R106,Clean up the trash on the desktop,Approve
CJ260513-15-R107,Clean up the trash on the desktop,Imperfect
CJ260513-15-R11,Clean up the trash on the desktop,Imperfect
CJ260513-15-R110,Clean up the trash on the desktop,Imperfect
CJ260513-15-R111,Clean up the trash on the desktop,Approve
CJ260513-15-R112,Clean up the trash on the desktop,Approve
CJ260513-15-R113,Clean up the trash on the desktop,Approve
CJ260513-15-R114,Clean up the trash on the desktop,Imperfect
CJ260513-15-R115,Clean up the trash on the desktop,Approve
CJ260513-15-R117,Clean up the trash on the desktop,Approve
CJ260513-15-R118,Clean up the trash on the desktop,Approve
CJ260513-15-R119,Clean up the trash on the desktop,Approve
CJ260513-15-R12,Clean up the trash on the desktop,Approve
CJ260513-15-R120,Clean up the trash on the desktop,Approve
CJ260513-15-R121,Clean up the trash on the desktop,Approve
CJ260513-15-R122,Clean up the trash on the desktop,Approve
CJ260513-15-R123,Clean up the trash on the desktop,Approve
CJ260513-15-R13,Clean up the trash on the desktop,Approve
CJ260513-15-R14,Clean up the trash on the desktop,Approve
CJ260513-15-R15,Clean up the trash on the desktop,Imperfect
CJ260513-15-R16,Clean up the trash on the desktop,Imperfect
CJ260513-15-R17,Clean up the trash on the desktop,Reject
CJ260513-15-R18,Clean up the trash on the desktop,Approve
CJ260513-15-R19,Clean up the trash on the desktop,Approve
CJ260513-15-R2,Clean up the trash on the desktop,Imperfect
CJ260513-15-R20,Clean up the trash on the desktop,Approve
CJ260513-15-R21,Clean up the trash on the desktop,Approve
CJ260513-15-R24,Clean up the trash on the desktop,Approve
CJ260513-15-R22,Clean up the trash on the desktop,Approve
CJ260513-15-R25,Clean up the trash on the desktop,Approve
CJ260513-15-R26,Clean up the trash on the desktop,Imperfect
CJ260513-15-R27,Clean up the trash on the desktop,Approve
CJ260513-15-R28,Clean up the trash on the desktop,Imperfect
CJ260513-15-R29,Clean up the trash on the desktop,Approve
CJ260513-15-R3,Clean up the trash on the desktop,Approve
CJ260513-15-R30,Clean up the trash on the desktop,Imperfect
CJ260513-15-R31,Clean up the trash on the desktop,Approve
CJ260513-15-R32,Clean up the trash on the desktop,Approve
CJ260513-15-R33,Clean up the trash on the desktop,Approve
CJ260513-15-R34,Clean up the trash on the desktop,Approve
CJ260513-15-R35,Clean up the trash on the desktop,Approve
CJ260513-15-R36,Clean up the trash on the desktop,Approve
CJ260513-15-R38,Clean up the trash on the desktop,Approve
CJ260513-15-R37,Clean up the trash on the desktop,Approve
CJ260513-15-R39,Clean up the trash on the desktop,Approve
CJ260513-15-R4,Clean up the trash on the desktop,Approve
CJ260513-15-R40,Clean up the trash on the desktop,Approve
CJ260513-15-R41,Clean up the trash on the desktop,Approve
CJ260513-15-R42,Clean up the trash on the desktop,Approve
CJ260513-15-R43,Clean up the trash on the desktop,Approve
CJ260513-15-R44,Clean up the trash on the desktop,Approve
CJ260513-15-R45,Clean up the trash on the desktop,Approve
CJ260513-15-R46,Clean up the trash on the desktop,Approve
CJ260513-15-R47,Clean up the trash on the desktop,Approve
CJ260513-15-R48,Clean up the trash on the desktop,Imperfect
CJ260513-15-R49,Clean up the trash on the desktop,Approve
CJ260513-15-R50,Clean up the trash on the desktop,Imperfect
CJ260513-15-R5,Clean up the trash on the desktop,Approve
CJ260513-15-R51,Clean up the trash on the desktop,Approve
CJ260513-15-R52,Clean up the trash on the desktop,Approve
CJ260513-15-R53,Clean up the trash on the desktop,Approve
CJ260513-15-R54,Clean up the trash on the desktop,Approve
CJ260513-15-R55,Clean up the trash on the desktop,Approve
CJ260513-15-R58,Clean up the trash on the desktop,Imperfect
CJ260513-15-R59,Clean up the trash on the desktop,Reject
CJ260513-15-R6,Clean up the trash on the desktop,Approve
CJ260513-15-R60,Clean up the trash on the desktop,Approve
CJ260513-15-R61,Clean up the trash on the desktop,Approve
CJ260513-15-R62,Clean up the trash on the desktop,Approve
CJ260513-15-R63,Clean up the trash on the desktop,Imperfect
CJ260513-15-R64,Clean up the trash on the desktop,Approve
CJ260513-15-R65,Clean up the trash on the desktop,Approve
CJ260513-15-R68,Clean up the trash on the desktop,Approve
CJ260513-15-R69,Clean up the trash on the desktop,Approve
CJ260513-15-R7,Clean up the trash on the desktop,Approve
CJ260513-15-R70,Clean up the trash on the desktop,Approve
CJ260513-15-R71,Clean up the trash on the desktop,Approve
CJ260513-15-R72,Clean up the trash on the desktop,Approve
CJ260513-15-R73,Clean up the trash on the desktop,Approve
CJ260513-15-R74,Clean up the trash on the desktop,Reject
CJ260513-15-R75,Clean up the trash on the desktop,Approve
CJ260513-15-R76,Clean up the trash on the desktop,Approve
CJ260513-15-R78,Clean up the trash on the desktop,Approve
CJ260513-15-R79,Clean up the trash on the desktop,Approve
CJ260513-15-R8,Clean up the trash on the desktop,Approve
CJ260513-15-R80,Clean up the trash on the desktop,Approve
CJ260513-15-R81,Clean up the trash on the desktop,Approve
CJ260513-15-R82,Clean up the trash on the desktop,Approve
CJ260513-15-R83,Clean up the trash on the desktop,Imperfect
CJ260513-15-R84,Clean up the trash on the desktop,Approve
CJ260513-15-R85,Clean up the trash on the desktop,Approve
CJ260513-15-R86,Clean up the trash on the desktop,Approve
CJ260513-15-R87,Clean up the trash on the desktop,Approve
CJ260513-15-R88,Clean up the trash on the desktop,Approve
CJ260513-15-R89,Clean up the trash on the desktop,Approve
CJ260513-15-R9,Clean up the trash on the desktop,Approve
CJ260513-15-R90,Clean up the trash on the desktop,Approve
CJ260513-15-R91,Clean up the trash on the desktop,Approve
CJ260513-15-R92,Clean up the trash on the desktop,Approve
CJ260513-15-R93,Clean up the trash on the desktop,Approve
CJ260513-15-R94,Clean up the trash on the desktop,Approve
CJ260513-15-R95,Clean up the trash on the desktop,Approve
CJ260513-15-R96,Clean up the trash on the desktop,Approve
CJ260513-15-R97,Clean up the trash on the desktop,Approve
CJ260513-15-R98,Clean up the trash on the desktop,Approve
CJ260513-17-R114,Pouring water in a tea restaurant,Approve
CJ260513-17-R116,Pouring water in a tea restaurant,Approve
CJ260513-17-R194,Pouring water in a tea restaurant,Approve
CJ260513-17-R195,Pouring water in a tea restaurant,Approve
CJ260513-17-R197,Pouring water in a tea restaurant,Imperfect
CJ260513-17-R198,Pouring water in a tea restaurant,Approve
CJ260513-17-R199,Pouring water in a tea restaurant,Reject
CJ260513-17-R72,Pouring water in a tea restaurant,Reject
CJ260513-17-R74,Pouring water in a tea restaurant,Imperfect
CJ260513-17-R75,Pouring water in a tea restaurant,Reject
CJ260513-17-R83,Pouring water in a tea restaurant,Imperfect
CJ260513-17-R88,Pouring water in a tea restaurant,Approve
CJ260513-17-R94,Pouring water in a tea restaurant,Reject
CJ260513-18-R119,Pouring water in a tea restaurant,Approve
CJ260513-18-R120,Pouring water in a tea restaurant,Approve
CJ260513-18-R121,Pouring water in a tea restaurant,Approve
CJ260513-18-R122,Pouring water in a tea restaurant,Reject
CJ260513-18-R123,Pouring water in a tea restaurant,Approve
CJ260513-18-R124,Pouring water in a tea restaurant,Reject
CJ260513-18-R125,Pouring water in a tea restaurant,Imperfect
CJ260513-18-R126,Pouring water in a tea restaurant,Reject
CJ260513-18-R127,Pouring water in a tea restaurant,Reject
CJ260513-18-R128,Pouring water in a tea restaurant,Reject
CJ260513-18-R129,Pouring water in a tea restaurant,Approve
CJ260513-18-R130,Pouring water in a tea restaurant,Approve
CJ260513-18-R131,Pouring water in a tea restaurant,Reject
CJ260513-18-R132,Pouring water in a tea restaurant,Approve
CJ260513-18-R154,Pouring water in a tea restaurant,Approve
CJ260513-18-R156,Pouring water in a tea restaurant,Approve
CJ260513-18-R162,Pouring water in a tea restaurant,Approve
CJ260513-18-R166,Pouring water in a tea restaurant,Approve
CJ260513-18-R167,Pouring water in a tea restaurant,Approve
CJ260513-18-R170,Pouring water in a tea restaurant,Approve
CJ260513-18-R173,Pouring water in a tea restaurant,Approve
CJ260513-18-R181,Pouring water in a tea restaurant,Approve
CJ260513-18-R182,Pouring water in a tea restaurant,Approve
CJ260513-18-R183,Pouring water in a tea restaurant,Approve
CJ260513-18-R184,Pouring water in a tea restaurant,Reject
CJ260513-18-R190,Pouring water in a tea restaurant,Approve
CJ260513-19-R1,Pouring water in a tea restaurant,Approve
CJ260513-19-R10,Pouring water in a tea restaurant,Approve
CJ260513-19-R11,Pouring water in a tea restaurant,Approve
CJ260513-19-R12,Pouring water in a tea restaurant,Approve
CJ260513-19-R15,Pouring water in a tea restaurant,Approve
CJ260513-19-R17,Pouring water in a tea restaurant,Approve
CJ260513-19-R18,Pouring water in a tea restaurant,Approve
CJ260513-19-R2,Pouring water in a tea restaurant,Approve
CJ260513-19-R21,Pouring water in a tea restaurant,Approve
CJ260513-19-R26,Pouring water in a tea restaurant,Approve
CJ260513-19-R29,Pouring water in a tea restaurant,Approve
CJ260513-19-R33,Pouring water in a tea restaurant,Approve
CJ260513-19-R4,Pouring water in a tea restaurant,Imperfect
CJ260513-19-R40,Pouring water in a tea restaurant,Approve
CJ260513-19-R42,Pouring water in a tea restaurant,Approve
CJ260513-19-R44,Pouring water in a tea restaurant,Reject
CJ260513-19-R45,Pouring water in a tea restaurant,Approve
CJ260513-19-R48,Pouring water in a tea restaurant,Imperfect
CJ260513-19-R49,Pouring water in a tea restaurant,Approve
CJ260513-19-R5,Pouring water in a tea restaurant,Approve
CJ260513-19-R52,Pouring water in a tea restaurant,Approve
CJ260513-19-R53,Pouring water in a tea restaurant,Approve
CJ260513-19-R55,Pouring water in a tea restaurant,Approve
CJ260513-19-R56,Pouring water in a tea restaurant,Approve
CJ260513-19-R6,Pouring water in a tea restaurant,Approve
CJ260513-19-R9,Pouring water in a tea restaurant,Approve
CJ260514-1-R158,Test tube sorting,Approve
CJ260514-1-R159,Test tube sorting,Approve
CJ260514-1-R160,Test tube sorting,Approve
CJ260514-1-R161,Test tube sorting,Approve
CJ260514-1-R162,Test tube sorting,Reject
CJ260514-1-R163,Test tube sorting,Approve
CJ260514-1-R165,Test tube sorting,Approve
CJ260514-1-R167,Test tube sorting,Reject
CJ260514-1-R172,Test tube sorting,Approve
CJ260514-1-R176,Test tube sorting,Imperfect
CJ260514-1-R177,Test tube sorting,Reject
CJ260514-1-R178,Test tube sorting,Imperfect
CJ260514-1-R179,Test tube sorting,Imperfect
CJ260514-1-R180,Test tube sorting,Imperfect
CJ260514-1-R182,Test tube sorting,Approve
CJ260514-1-R183,Test tube sorting,Approve
CJ260514-1-R184,Test tube sorting,Imperfect
CJ260514-1-R185,Test tube sorting,Approve
CJ260514-1-R187,Test tube sorting,Approve
CJ260514-1-R188,Test tube sorting,Approve
CJ260514-1-R189,Test tube sorting,Approve
CJ260514-1-R191,Test tube sorting,Approve
CJ260514-1-R192,Test tube sorting,Approve
CJ260514-1-R193,Test tube sorting,Approve
CJ260514-1-R196,Test tube sorting,Approve
CJ260514-1-R197,Test tube sorting,Approve
CJ260512-20-R13,Test tube sorting,Approve
CJ260512-23-R88,Folding clothes on the bed,Imperfect
CJ260513-19-R13,Pouring water in a tea restaurant,Approve
CJ260513-19-R19,Pouring water in a tea restaurant,Approve
CJ260513-19-R20,Pouring water in a tea restaurant,Approve
CJ260513-19-R23,Pouring water in a tea restaurant,Reject
CJ260513-19-R32,Pouring water in a tea restaurant,Approve
CJ260513-19-R34,Pouring water in a tea restaurant,Imperfect
CJ260513-19-R35,Pouring water in a tea restaurant,Approve
CJ260513-19-R37,Pouring water in a tea restaurant,Approve
CJ260513-19-R51,Pouring water in a tea restaurant,Approve
